z,rho_adaptive,rho_uniform,delta_rho,eloc_adaptive,eloc_uniform,delta_eloc
-0.027500033378601074,0.4070051610469818,0.34885916113853455,0.058145999908447266,-3.556370973587036,-2.9997663497924805,-0.5566046237945557
-0.019999980926513672,0.4120772182941437,0.35235562920570374,0.05972158908843994,-3.6307790279388428,-3.05795955657959,-0.5728194713592529
-0.01249992847442627,0.4147665798664093,0.35585206747055054,0.058914512395858765,-3.66015362739563,-3.116152763366699,-0.5440008640289307
-0.004999876022338867,0.41341230273246765,0.3593485355377197,0.054063767194747925,-3.6131019592285156,-3.1743457317352295,-0.43875622749328613
0.0024999380111694336,0.4120580852031708,0.3615914285182953,0.05046665668487549,-3.566051721572876,-3.2017109394073486,-0.36434078216552734
0.009999990463256836,0.4107038378715515,0.3613274097442627,0.04937642812728882,-3.5190000534057617,-3.167422294616699,-0.3515777587890625
0.01750016212463379,0.4093495309352875,0.3610633909702301,0.04828613996505737,-3.47194766998291,-3.1331331729888916,-0.33881449699401855
0.02499997615814209,0.4079953134059906,0.3607994019985199,0.0471959114074707,-3.4248976707458496,-3.0988457202911377,-0.3260519504547119
0.03249990940093994,0.40664106607437134,0.3605353832244873,0.04610568284988403,-3.3778467178344727,-3.0645577907562256,-0.31328892707824707
0.040000081062316895,0.4052867889404297,0.3602713644504547,0.045015424489974976,-3.330794334411621,-3.030268669128418,-0.3005256652832031
0.0475001335144043,0.4039325416088104,0.3600073456764221,0.043925195932388306,-3.283742666244507,-2.9959802627563477,-0.2877624034881592
0.0549999475479126,0.40257832407951355,0.3597433567047119,0.042834967374801636,-3.236692428588867,-2.9616928100585938,-0.27499961853027344
0.06249988079071045,0.4012240767478943,0.3594793379306793,0.041744738817214966,-3.1896414756774902,-2.9274046421051025,-0.2622368335723877
0.0700000524520874,0.39986979961395264,0.35921531915664673,0.04065448045730591,-3.1425890922546387,-2.893115520477295,-0.24947357177734375
0.0775001049041748,0.398515522480011,0.35895130038261414,0.03956422209739685,-3.0955374240875244,-2.8588271141052246,-0.2367103099822998
0.0849999189376831,0.3971613049507141,0.35868728160858154,0.03847402334213257,-3.048487424850464,-2.8245396614074707,-0.22394776344299316
0.09249997138977051,0.39580705761909485,0.35842326283454895,0.0373837947845459,-3.0014357566833496,-2.7902510166168213,-0.21118474006652832
0.10000002384185791,0.3944527804851532,0.35815927386283875,0.03629350662231445,-2.9543840885162354,-2.755962610244751,-0.19842147827148438
0.10750007629394531,0.39309853315353394,0.35789525508880615,0.03520327806472778,-2.907332420349121,-2.7216739654541016,-0.18565845489501953
0.11500012874603271,0.3917442560195923,0.35763123631477356,0.034113019704818726,-2.860280752182007,-2.6873855590820312,-0.17289519309997559
0.12250006198883057,0.390390008687973,0.35736721754074097,0.033022791147232056,-2.81322979927063,-2.65309739112854,-0.16013240814208984
0.12999999523162842,0.38903576135635376,0.3571031987667084,0.031932562589645386,-2.766178846359253,-2.618809461593628,-0.147369384765625
0.13750004768371582,0.3876815140247345,0.35683920979499817,0.030842304229736328,-2.7191271781921387,-2.5845210552215576,-0.13460612297058105
0.14500010013580322,0.38632723689079285,0.3565751910209656,0.02975204586982727,-2.6720755100250244,-2.550232410430908,-0.12184309959411621
0.15250003337860107,0.38497301936149597,0.356311172246933,0.02866184711456299,-2.6250247955322266,-2.515944480895996,-0.10908031463623047
0.15999996662139893,0.3836187720298767,0.3560471534729004,0.02757161855697632,-2.5779738426208496,-2.481656312942505,-0.09631752967834473
0.16750001907348633,0.38226449489593506,0.3557831346988678,0.02648136019706726,-2.5309221744537354,-2.4473679065704346,-0.08355426788330078
0.17500007152557373,0.3809102475643158,0.3555191457271576,0.025391101837158203,-2.483870506286621,-2.413079261779785,-0.07079124450683594
0.18250000476837158,0.37955600023269653,0.35465723276138306,0.024898767471313477,-2.436819553375244,-2.3736045360565186,-0.06321501731872559
0.18999993801116943,0.37820175290107727,0.3525996804237366,0.025602072477340698,-2.389768600463867,-2.3237571716308594,-0.06601142883300781
